Team1,Team1Goals,Team2Goals,Team2,Winner,Losser
Senegal,0,0,BurkinaFaso,TIESenegalBurkinaFaso,TIESenegalBurkinaFaso
Serbia,3,0,Moldova,Serbia,Moldova
Spain,3,0,Italy,Spain,Italy
Ukraine,2,0,Turkey,Ukraine,Turkey
Wales,1,0,Austria,Wales,Austria
Zambia,3,1,Algeria,Zambia,Algeria
Belarus,0,4,Sweden,Sweden,Belarus
EquatorialGuinea,1,2,Benin,Benin,EquatorialGuinea
Estonia,1,0,Cyprus,Estonia,Cyprus
FaroeIslands,1,0,Andorra,FaroeIslands,Andorra
France,0,0,Luxembourg,TIEFranceLuxembourg,TIEFranceLuxembourg
Gibraltar,0,4,BosniaHerzegovina,BosniaHerzegovina,Gibraltar
Greece,1,2,Belgium,Belgium,Greece
Hungary,0,1,Portugal,Portugal,Hungary
Latvia,0,3,Switzerland,Switzerland,Latvia
Netherlands,3,1,Bulgaria,Netherlands,Bulgaria
Armenia,1,4,Denmark,Denmark,Armenia
Azerbaijan,5,1,SanMarino,Azerbaijan,SanMarino
Cameroon,1,1,Nigeria,TIECameroonNigeria,TIECameroonNigeria
England,2,1,Slovakia,England,Slovakia
Germany,6,0,Norway,Germany,Norway
Libya,1,0,Guinea,Libya,Guinea
Malawi,1,0,Togo,Malawi,Togo
Montenegro,1,0,Romania,Montenegro,Romania
NorthernIreland,2,0,CzechRepublic,NorthernIreland,CzechRepublic
Poland,3,0,Kazakhstan,Poland,Kazakhstan
Scotland,2,0,Malta,Scotland,Malta
Slovenia,4,0,Lithuania,Slovenia,Lithuania
Algeria,0,1,Zambia,Zambia,Algeria
Argentina,1,1,Venezuela,TIEArgentinaVenezuela,TIEArgentinaVenezuela
Australia,2,1,Thailand,Australia,Thailand
Austria,1,1,Georgia,TIEAustriaGeorgia,TIEAustriaGeorgia
Bahrain,5,0,Taiwan,Bahrain,Taiwan
Bhutan,0,2,Palestine,Palestine,Bhutan
Bolivia,1,0,Chile,Bolivia,Chile
BurkinaFaso,2,2,Senegal,TIEBurkinaFasoSenegal,TIEBurkinaFasoSenegal
Cambodia,1,2,Vietnam,Vietnam,Cambodia
Colombia,1,1,Brazil,TIEColombiaBrazil,TIEColombiaBrazil
Congo,1,5,Ghana,Ghana,Congo
CongoDR,2,2,Tunisia,TIECongoDRTunisia,TIECongoDRTunisia
CostaRica,1,1,Mexico,TIECostaRicaMexico,TIECostaRicaMexico
Ecuador,0,2,Peru,Peru,Ecuador
Egypt,1,0,Uganda,Egypt,Uganda
Honduras,1,1,USA,TIEHondurasUSA,TIEHondurasUSA
Iceland,2,0,Ukraine,Iceland,Ukraine
Iran,2,2,Syria,TIEIranSyria,TIEIranSyria
Iraq,1,0,UnitedArabEmirates,Iraq,UnitedArabEmirates
Ireland,0,1,Serbia,Serbia,Ireland
Italy,1,0,Israel,Italy,Israel
IvoryCoast,1,2,Gabon,Gabon,IvoryCoast
Jordan,4,1,Afghanistan,Jordan,Afghanistan
KoreaDPR,2,2,Lebanon,TIEKoreaDPRLebanon,TIEKoreaDPRLebanon
Kosovo,0,1,Finland,Finland,Kosovo
Liechtenstein,0,8,Spain,Spain,Liechtenstein
Macau,0,2,India,India,Macau
Macedonia,1,1,Albania,TIEMacedoniaAlbania,TIEMacedoniaAlbania
Malaysia,1,1,HongKong,TIEMalaysiaHongKong,TIEMalaysiaHongKong
Mali,0,0,Morocco,TIEMaliMorocco,TIEMaliMorocco
Mauritania,0,2,Niger,Niger,Mauritania
Moldova,0,2,Wales,Wales,Moldova
Nepal,1,2,Tajikistan,Tajikistan,Nepal
Oman,5,0,Maldives,Oman,Maldives
Panama,3,0,TrinidadandTobago,Panama,TrinidadandTobago
Paraguay,1,2,Uruguay,Uruguay,Paraguay
Philippines,2,2,Yemen,TIEPhilippinesYemen,TIEPhilippinesYemen
Qatar,1,2,China,China,Qatar
SaudiArabia,1,0,Japan,SaudiArabia,Japan
Singapore,1,1,Turkmenistan,TIESingaporeTurkmenistan,TIESingaporeTurkmenistan
SolomonIslands,2,2,NewZealand,TIESolomonIslandsNewZealand,TIESolomonIslandsNewZealand
SouthAfrica,1,2,CapeVerde,CapeVerde,SouthAfrica
Turkey,1,0,Croatia,Turkey,Croatia
Uzbekistan,0,0,SouthKorea,TIEUzbekistanSouthKorea,TIEUzbekistanSouthKorea
Macau,3,1,Laos,Macau,Laos
Argentina,0,0,Peru,TIEArgentinaPeru,TIEArgentinaPeru
Armenia,1,6,Poland,Poland,Armenia
Azerbaijan,1,2,CzechRepublic,CzechRepublic,Azerbaijan
Bolivia,0,0,Brazil,TIEBoliviaBrazil,TIEBoliviaBrazil
Burma,1,3,Thailand,Thailand,Burma
Chile,2,1,Ecuador,Chile,Ecuador
Colombia,1,2,Paraguay,Paraguay,Colombia
England,1,0,Slovenia,England,Slovenia
HongKong,4,0,Laos,HongKong,Laos
Iran,2,0,Togo,Iran,Togo
Iraq,2,1,Kenya,Iraq,Kenya
Malta,1,1,Lithuania,TIEMaltaLithuania,TIEMaltaLithuania
Montenegro,0,1,Denmark,Denmark,Montenegro
NorthernIreland,1,3,Germany,Germany,NorthernIreland
Qatar,3,1,Singapore,Qatar,Singapore
Romania,3,1,Kazakhstan,Romania,Kazakhstan
SanMarino,0,8,Norway,Norway,SanMarino
Scotland,1,0,Slovakia,Scotland,Slovakia
Syria,1,1,Australia,TIESyriaAustralia,TIESyriaAustralia
Taiwan,4,2,Mongolia,Taiwan,Mongolia
Venezuela,0,0,Uruguay,TIEVenezuelaUruguay,TIEVenezuelaUruguay
Austria,3,2,Serbia,Austria,Serbia
Croatia,1,1,Finland,TIECroatiaFinland,TIECroatiaFinland
Georgia,0,1,Wales,Wales,Georgia
Ireland,2,0,Moldova,Ireland,Moldova
Italy,1,1,Macedonia,TIEItalyMacedonia,TIEItalyMacedonia
Japan,2,1,NewZealand,Japan,NewZealand
Kosovo,0,2,Ukraine,Ukraine,Kosovo
Liechtenstein,0,1,Israel,Israel,Liechtenstein
Mali,0,0,IvoryCoast,TIEMaliIvoryCoast,TIEMaliIvoryCoast
Mauritania,0,1,Comoros,Comoros,Mauritania
Mexico,3,1,TrinidadandTobago,Mexico,TrinidadandTobago
Spain,3,0,Albania,Spain,Albania
Turkey,0,3,Iceland,Iceland,Turkey
USA,4,0,Panama,USA,Panama
Andorra,0,2,Portugal,Portugal,Andorra
Belarus,1,3,Netherlands,Netherlands,Belarus
BosniaHerzegovina,3,4,Belgium,Belgium,BosniaHerzegovina
Bulgaria,0,1,France,France,Bulgaria
Cameroon,2,0,Algeria,Cameroon,Algeria
CapeVerde,0,2,Senegal,Senegal,CapeVerde
CostaRica,1,1,Honduras,TIECostaRicaHonduras,TIECostaRicaHonduras
Cyprus,1,2,Greece,Greece,Cyprus
FaroeIslands,0,0,Latvia,TIEFaroeIslandsLatvia,TIEFaroeIslandsLatvia
Gibraltar,0,6,Estonia,Estonia,Gibraltar
Grenada,1,0,Guyana,Grenada,Guyana
Guinea,1,4,Tunisia,Tunisia,Guinea
Libya,1,2,CongoDR,CongoDR,Libya
Morocco,3,0,Gabon,Morocco,Gabon
Nigeria,1,0,Zambia,Nigeria,Zambia
Russia,4,2,SouthKorea,Russia,SouthKorea
SaudiArabia,5,2,Jamaica,SaudiArabia,Jamaica
SouthAfrica,3,1,BurkinaFaso,SouthAfrica,BurkinaFaso
Sweden,8,0,Luxembourg,Sweden,Luxembourg
Switzerland,5,2,Hungary,Switzerland,Hungary
Tanzania,1,1,Malawi,TIETanzaniaMalawi,TIETanzaniaMalawi
Uganda,0,0,Ghana,TIEUgandaGhana,TIEUgandaGhana
CzechRepublic,5,0,SanMarino,CzechRepublic,SanMarino
Denmark,1,1,Romania,TIEDenmarkRomania,TIEDenmarkRomania
Egypt,2,1,Congo,Egypt,Congo
ElSalvador,1,0,Canada,ElSalvador,Canada
Germany,5,1,Azerbaijan,Germany,Azerbaijan
Kazakhstan,1,1,Armenia,TIEKazakhstanArmenia,TIEKazakhstanArmenia
Lithuania,0,1,England,England,Lithuania
Norway,1,0,NorthernIreland,Norway,NorthernIreland
Poland,4,2,Montenegro,Poland,Montenegro
Slovakia,3,0,Malta,Slovakia,Malta
Slovenia,2,2,Scotland,TIESloveniaScotland,TIESloveniaScotland
Thailand,1,0,Kenya,Thailand,Kenya
Albania,0,1,Italy,Italy,Albania
EquatorialGuinea,3,1,Mauritius,EquatorialGuinea,Mauritius
Finland,2,2,Turkey,TIEFinlandTurkey,TIEFinlandTurkey
Iceland,2,0,Kosovo,Iceland,Kosovo
Israel,0,1,Spain,Spain,Israel
Macedonia,4,0,Liechtenstein,Macedonia,Liechtenstein
Moldova,0,1,Austria,Austria,Moldova
Serbia,1,0,Georgia,Serbia,Georgia
Ukraine,0,2,Croatia,Croatia,Ukraine
Wales,0,1,Ireland,Ireland,Wales
Afghanistan,3,3,Jordan,TIEAfghanistanJordan,TIEAfghanistanJordan
Australia,2,1,Syria,Australia,Syria
Belgium,4,0,Cyprus,Belgium,Cyprus
Benin,1,0,Gabon,Benin,Gabon
Brazil,3,0,Chile,Brazil,Chile
Burma,2,2,Kyrgyzstan,TIEBurmaKyrgyzstan,TIEBurmaKyrgyzstan
Ecuador,1,3,Argentina,Argentina,Ecuador
Estonia,1,2,BosniaHerzegovina,BosniaHerzegovina,Estonia
France,2,1,Belarus,France,Belarus
Greece,4,0,Gibraltar,Greece,Gibraltar
Honduras,3,2,Mexico,Honduras,Mexico
HongKong,2,0,Malaysia,HongKong,Malaysia
Hungary,1,0,FaroeIslands,Hungary,FaroeIslands
Japan,3,3,Haiti,TIEJapanHaiti,TIEJapanHaiti
SouthKorea,1,3,Morocco,Morocco,SouthKorea
Latvia,4,0,Andorra,Latvia,Andorra
Lebanon,5,0,KoreaDPR,Lebanon,KoreaDPR
Luxembourg,1,1,Bulgaria,TIELuxembourgBulgaria,TIELuxembourgBulgaria
Maldives,1,3,Oman,Oman,Maldives
Netherlands,2,0,Sweden,Netherlands,Sweden
Palestine,10,0,Bhutan,Palestine,Bhutan
Panama,2,1,CostaRica,Panama,CostaRica
Paraguay,0,1,Venezuela,Venezuela,Paraguay
Peru,1,1,Colombia,TIEPeruColombia,TIEPeruColombia
Portugal,2,0,Switzerland,Portugal,Switzerland
Qatar,1,2,Curasao,Curasao,Qatar
Russia,1,1,Iran,TIERussiaIran,TIERussiaIran
SaudiArabia,0,3,Ghana,Ghana,SaudiArabia
Taiwan,2,1,Bahrain,Taiwan,Bahrain
Tajikistan,3,0,Nepal,Tajikistan,Nepal
TrinidadandTobago,2,1,USA,TrinidadandTobago,USA
Turkmenistan,2,1,Singapore,Turkmenistan,Singapore
Uruguay,4,2,Bolivia,Uruguay,Bolivia
Vietnam,5,0,Cambodia,Vietnam,Cambodia
Yemen,1,1,Philippines,TIEYemenPhilippines,TIEYemenPhilippines
India,4,1,Macau,India,Macau
Grenada,0,5,Panama,Panama,Grenada
Bermuda,2,3,Barbados,Barbados,Bermuda
Congo,1,1,Benin,TIECongoBenin,TIECongoBenin
Iceland,1,2,CzechRepublic,CzechRepublic,Iceland
Nicaragua,0,3,DominicanRepublic,DominicanRepublic,Nicaragua
Armenia,4,1,Belarus,Armenia,Belarus
Cambodia,1,2,Burma,Burma,Cambodia
Croatia,4,1,Greece,Croatia,Greece
Finland,3,0,Estonia,Finland,Estonia
HongKong,0,2,Bahrain,Bahrain,HongKong
Iran,2,1,Panama,Iran,Panama
Luxembourg,2,1,Hungary,Luxembourg,Hungary
NorthernIreland,0,1,Switzerland,Switzerland,NorthernIreland
Romania,2,0,Turkey,Romania,Turkey
Scotland,0,1,Netherlands,Netherlands,Scotland
Singapore,0,1,Lebanon,Lebanon,Singapore
Algeria,3,0,Nigeria,Algeria,Nigeria
Belgium,3,3,Mexico,TIEBelgiumMexico,TIEBelgiumMexico
China,0,2,Serbia,Serbia,China
England,0,0,Germany,TIEEnglandGermany,TIEEnglandGermany
France,2,0,Wales,France,Wales
Georgia,1,0,Cyprus,Georgia,Cyprus
Honduras,0,0,Australia,TIEHondurasAustralia,TIEHondurasAustralia
Japan,1,3,Brazil,Brazil,Japan
KoreaDPR,4,1,Malaysia,KoreaDPR,Malaysia
SouthKorea,2,1,Colombia,SouthKorea,Colombia
Poland,0,0,Uruguay,TIEPolandUruguay,TIEPolandUruguay
Portugal,3,0,SaudiArabia,Portugal,SaudiArabia
SouthAfrica,0,2,Senegal,Senegal,SouthAfrica
Sweden,1,0,Italy,Sweden,Italy
Ukraine,2,1,Slovakia,Ukraine,Slovakia
Comoros,1,1,Madagascar,TIEComorosMadagascar,TIEComorosMadagascar
CongoDR,3,1,Guinea,CongoDR,Guinea
Denmark,0,0,Ireland,TIEDenmarkIreland,TIEDenmarkIreland
DominicanRepublic,1,0,Nicaragua,DominicanRepublic,Nicaragua
Gabon,0,0,Mali,TIEGabonMali,TIEGabonMali
IvoryCoast,0,2,Morocco,Morocco,IvoryCoast
Macedonia,2,0,Norway,Macedonia,Norway
Malawi,1,1,Lesotho,TIEMalawiLesotho,TIEMalawiLesotho
Namibia,3,1,Zimbabwe,Namibia,Zimbabwe
NewZealand,0,0,Peru,TIENewZealandPeru,TIENewZealandPeru
Qatar,0,1,CzechRepublic,CzechRepublic,Qatar
Russia,0,1,Argentina,Argentina,Russia
Spain,5,0,CostaRica,Spain,CostaRica
TrinidadandTobago,2,2,Grenada,TIETrinidadandTobagoGrenada,TIETrinidadandTobagoGrenada
Tunisia,0,0,Libya,TIETunisiaLibya,TIETunisiaLibya
Zambia,2,2,Cameroon,TIEZambiaCameroon,TIEZambiaCameroon
Benin,1,1,Tanzania,TIEBeninTanzania,TIEBeninTanzania
Congo,1,1,Uganda,TIECongoUganda,TIECongoUganda
Ghana,1,1,Egypt,TIEGhanaEgypt,TIEGhanaEgypt
Greece,0,0,Croatia,TIEGreeceCroatia,TIEGreeceCroatia
Malta,0,3,Estonia,Estonia,Malta
Switzerland,0,0,NorthernIreland,TIESwitzerlandNorthernIreland,TIESwitzerlandNorthernIreland
Togo,6,0,Mauritius,Togo,Mauritius
Armenia,3,2,Cyprus,Armenia,Cyprus
Bulgaria,1,0,SaudiArabia,Bulgaria,SaudiArabia
Georgia,2,2,Belarus,TIEGeorgiaBelarus,TIEGeorgiaBelarus
Iran,1,0,Venezuela,Iran,Venezuela
Iraq,1,1,Syria,TIEIraqSyria,TIEIraqSyria
Italy,0,0,Sweden,TIEItalySweden,TIEItalySweden
Kosovo,4,3,Latvia,Kosovo,Latvia
Malaysia,1,4,KoreaDPR,KoreaDPR,Malaysia
Poland,0,1,Mexico,Mexico,Poland
Turkey,2,3,Albania,Albania,Turkey
Algeria,3,0,CentralAfricanRepublic,Algeria,CentralAfricanRepublic
Argentina,2,4,Nigeria,Nigeria,Argentina
Austria,2,1,Uruguay,Austria,Uruguay
Belgium,1,0,Japan,Belgium,Japan
Bhutan,2,4,Oman,Oman,Bhutan
BurkinaFaso,4,0,CapeVerde,BurkinaFaso,CapeVerde
Cambodia,0,1,Jordan,Jordan,Cambodia
China,0,4,Colombia,Colombia,China
England,0,0,Brazil,TIEEnglandBrazil,TIEEnglandBrazil
Gabon,0,0,Botswana,TIEGabonBotswana,TIEGabonBotswana
Germany,2,2,France,TIEGermanyFrance,TIEGermanyFrance
HongKong,0,1,Lebanon,Lebanon,HongKong
Hungary,1,0,CostaRica,Hungary,CostaRica
India,2,2,Burma,TIEIndiaBurma,TIEIndiaBurma
Ireland,1,5,Denmark,Denmark,Ireland
SouthKorea,1,1,Serbia,TIESouthKoreaSerbia,TIESouthKoreaSerbia
Macau,3,4,Kyrgyzstan,Kyrgyzstan,Macau
Nepal,0,0,Philippines,TIENepalPhilippines,TIENepalPhilippines
Palestine,8,1,Maldives,Palestine,Maldives
Portugal,1,1,USA,TIEPortugalUSA,TIEPortugalUSA
Qatar,1,1,Iceland,TIEQatarIceland,TIEQatarIceland
Romania,0,3,Netherlands,Netherlands,Romania
Russia,3,3,Spain,TIERussiaSpain,TIERussiaSpain
Senegal,2,1,SouthAfrica,Senegal,SouthAfrica
Singapore,0,3,Bahrain,Bahrain,Singapore
Slovakia,1,0,Norway,Slovakia,Norway
Tajikistan,0,0,Yemen,TIETajikistanYemen,TIETajikistanYemen
TrinidadandTobago,1,1,Guyana,TIETrinidadandTobagoGuyana,TIETrinidadandTobagoGuyana
Turkmenistan,2,1,Taiwan,Turkmenistan,Taiwan
UnitedArabEmirates,1,0,Uzbekistan,UnitedArabEmirates,Uzbekistan
Vietnam,0,0,Afghanistan,TIEVietnamAfghanistan,TIEVietnamAfghanistan
Wales,1,1,Panama,TIEWalesPanama,TIEWalesPanama
Australia,3,1,Honduras,Australia,Honduras
Peru,2,0,NewZealand,Peru,NewZealand
Fiji,0,2,Estonia,Estonia,Fiji
Vanuatu,0,1,Estonia,Estonia,Vanuatu
Indonesia,2,1,Guyana,Indonesia,Guyana
NewCaledonia,1,1,Estonia,TIENewCaledoniaEstonia,TIENewCaledoniaEstonia
Laos,1,3,Philippines,Philippines,Laos
Fiji,8,0,Tuvalu,Fiji,Tuvalu
Indonesia,4,0,Brunei,Indonesia,Brunei
Kyrgyzstan,3,0,Mongolia,Kyrgyzstan,Mongolia
Tonga,0,8,SolomonIslands,SolomonIslands,Tonga
Kenya,2,0,Rwanda,Kenya,Rwanda
Laos,2,1,EastTimor,Laos,EastTimor
Libya,0,0,Tanzania,TIELibyaTanzania,TIELibyaTanzania
StKittsandNevis,1,0,Grenada,StKittsandNevis,Grenada
Taiwan,3,0,Philippines,Taiwan,Philippines
Brunei,0,4,Kyrgyzstan,Kyrgyzstan,Brunei
Indonesia,3,2,Mongolia,Indonesia,Mongolia
Taiwan,3,1,EastTimor,Taiwan,EastTimor
Uganda,0,0,Burundi,TIEUgandaBurundi,TIEUgandaBurundi
EastTimor,1,0,Philippines,EastTimor,Philippines
Kenya,0,0,Libya,TIEKenyaLibya,TIEKenyaLibya
SouthSudan,0,3,Ethiopia,Ethiopia,SouthSudan
Taiwan,2,0,Laos,Taiwan,Laos
Zanzibar,3,1,Rwanda,Zanzibar,Rwanda
Indonesia,0,1,Kyrgyzstan,Kyrgyzstan,Indonesia
SolomonIslands,0,0,Fiji,TIESolomonIslandsFiji,TIESolomonIslandsFiji
Vanuatu,5,0,Tonga,Vanuatu,Tonga
Burundi,4,1,Ethiopia,Burundi,Ethiopia
Rwanda,0,0,Libya,TIERwandaLibya,TIERwandaLibya
Tanzania,1,2,Zanzibar,Zanzibar,Tanzania
Uganda,5,1,SouthSudan,Uganda,SouthSudan
Japan,1,0,KoreaDPR,Japan,KoreaDPR
Kenya,0,0,Zanzibar,TIEKenyaZanzibar,TIEKenyaZanzibar
SouthKorea,2,2,China,TIESouthKoreaChina,TIESouthKoreaChina
Rwanda,2,1,Tanzania,Rwanda,Tanzania
SolomonIslands,6,0,Tuvalu,SolomonIslands,Tuvalu
Vanuatu,1,1,Fiji,TIEVanuatuFiji,TIEVanuatuFiji
Ethiopia,1,1,Uganda,TIEEthiopiaUganda,TIEEthiopiaUganda
Kenya,1,0,Tanzania,Kenya,Tanzania
Libya,1,0,Zanzibar,Libya,Zanzibar
SouthSudan,0,0,Burundi,TIESouthSudanBurundi,TIESouthSudanBurundi
Fiji,4,0,Tonga,Fiji,Tonga
Japan,2,1,China,Japan,China
KoreaDPR,0,1,SouthKorea,SouthKorea,KoreaDPR
Vanuatu,10,0,Tuvalu,Vanuatu,Tuvalu
Kenya,1,0,Burundi,Kenya,Burundi
Qatar,1,2,Liechtenstein,Liechtenstein,Qatar
Tuvalu,4,3,Tonga,Tuvalu,Tonga
Uganda,1,2,Zanzibar,Zanzibar,Uganda
Vanuatu,3,2,SolomonIslands,Vanuatu,SolomonIslands
China,1,1,KoreaDPR,TIEChinaKoreaDPR,TIEChinaKoreaDPR
Japan,1,4,SouthKorea,SouthKorea,Japan
Burundi,1,2,Uganda,Uganda,Burundi
Kenya,2,2,Zanzibar,TIEKenyaZanzibar,TIEKenyaZanzibar
Bahrain,0,0,Kuwait,TIEBahrainKuwait,TIEBahrainKuwait
Kuwait,1,2,SaudiArabia,SaudiArabia,Kuwait
Oman,0,1,UnitedArabEmirates,UnitedArabEmirates,Oman
Bahrain,1,1,Iraq,TIEBahrainIraq,TIEBahrainIraq
Qatar,4,0,Yemen,Qatar,Yemen
Jordan,1,1,Libya,TIEJordanLibya,TIEJordanLibya
Kuwait,0,1,Oman,Oman,Kuwait
UnitedArabEmirates,0,0,SaudiArabia,TIEUnitedArabEmiratesSaudiArabia,TIEUnitedArabEmiratesSaudiArabia
Iraq,2,1,Qatar,Iraq,Qatar
Yemen,0,1,Bahrain,Bahrain,Yemen
Kuwait,0,0,UnitedArabEmirates,TIEKuwaitUnitedArabEmirates,TIEKuwaitUnitedArabEmirates
SaudiArabia,0,2,Oman,Oman,SaudiArabia
Iraq,3,0,Yemen,Iraq,Yemen
Qatar,1,1,Bahrain,TIEQatarBahrain,TIEQatarBahrain
Iraq,0,0,UnitedArabEmirates,TIEIraqUnitedArabEmirates,TIEIraqUnitedArabEmirates
Oman,1,0,Bahrain,Oman,Bahrain
Oman,0,0,UnitedArabEmirates,TIEOmanUnitedArabEmirates,TIEOmanUnitedArabEmirates
Estonia,1,1,Sweden,TIEEstoniaSweden,TIEEstoniaSweden
Denmark,0,1,Sweden,Sweden,Denmark
Indonesia,0,6,Iceland,Iceland,Indonesia
Jordan,1,2,Finland,Finland,Jordan
Indonesia,1,4,Iceland,Iceland,Indonesia
Moldova,0,1,SouthKorea,SouthKorea,Moldova
USA,0,0,BosniaHerzegovina,TIEUSABosniaHerzegovina,TIEUSABosniaHerzegovina
Azerbaijan,0,0,Moldova,TIEAzerbaijanMoldova,TIEAzerbaijanMoldova
Jamaica,2,2,SouthKorea,TIEJamaicaSouthKorea,TIEJamaicaSouthKorea
Mexico,1,0,BosniaHerzegovina,Mexico,BosniaHerzegovina
Latvia,0,1,SouthKorea,SouthKorea,Latvia
SaudiArabia,3,0,Moldova,SaudiArabia,Moldova
Iraq,4,1,SaudiArabia,Iraq,SaudiArabia
Iran,4,0,SierraLeone,Iran,SierraLeone
Andorra,1,0,Liechtenstein,Andorra,Liechtenstein
AntiguaandBarbuda,3,2,Bermuda,AntiguaandBarbuda,Bermuda
Iraq,2,3,Qatar,Qatar,Iraq
Jordan,1,0,Kuwait,Jordan,Kuwait
Laos,0,1,Cambodia,Cambodia,Laos
Madagascar,0,0,Togo,TIEMadagascarTogo,TIEMadagascarTogo
SouthAfrica,1,1,Angola,TIESouthAfricaAngola,TIESouthAfricaAngola
Tahiti,0,0,NewCaledonia,TIETahitiNewCaledonia,TIETahitiNewCaledonia
Zambia,2,2,Zimbabwe,TIEZambiaZimbabwe,TIEZambiaZimbabwe
Algeria,4,1,Tanzania,Algeria,Tanzania
Bahrain,0,0,Palestine,TIEBahrainPalestine,TIEBahrainPalestine
Belize,4,2,Grenada,Belize,Grenada
BurkinaFaso,2,0,GuineaBissau,BurkinaFaso,GuineaBissau
China,0,6,Wales,Wales,China
Denmark,1,0,Panama,Denmark,Panama
DominicanRepublic,4,0,TurksandCaicosIslands,DominicanRepublic,TurksandCaicosIslands
FaroeIslands,1,1,Latvia,TIEFaroeIslandsLatvia,TIEFaroeIslandsLatvia
Kyrgyzstan,5,1,Burma,Kyrgyzstan,Burma
Macau,0,1,Mauritius,Mauritius,Macau
Malaysia,2,2,Mongolia,TIEMalaysiaMongolia,TIEMalaysiaMongolia
Malta,0,1,Luxembourg,Luxembourg,Malta
Nicaragua,3,1,Cuba,Nicaragua,Cuba
Philippines,3,2,Fiji,Philippines,Fiji
Slovakia,2,1,UnitedArabEmirates,Slovakia,UnitedArabEmirates
Thailand,0,0,Gabon,TIEThailandGabon,TIEThailandGabon
Austria,3,0,Slovenia,Austria,Slovenia
Azerbaijan,0,1,Belarus,Belarus,Azerbaijan
Bulgaria,0,1,BosniaHerzegovina,BosniaHerzegovina,Bulgaria
Curasao,1,1,Bolivia,TIECurasaoBolivia,TIECurasaoBolivia
Cyprus,0,0,Montenegro,TIECyprusMontenegro,TIECyprusMontenegro
Finland,0,0,Macedonia,TIEFinlandMacedonia,TIEFinlandMacedonia
France,2,3,Colombia,Colombia,France
Gambia,1,1,CentralAfricanRepublic,TIEGambiaCentralAfricanRepublic,TIEGambiaCentralAfricanRepublic
Germany,1,1,Spain,TIEGermanySpain,TIEGermanySpain
Greece,0,1,Switzerland,Switzerland,Greece
Guadeloupe,0,1,TrinidadandTobago,TrinidadandTobago,Guadeloupe
Hungary,2,3,Kazakhstan,Kazakhstan,Hungary
Italy,0,2,Argentina,Argentina,Italy
Japan,1,1,Mali,TIEJapanMali,TIEJapanMali
Mexico,3,0,Iceland,Mexico,Iceland
Netherlands,0,1,England,England,Netherlands
Norway,4,1,Australia,Norway,Australia
Peru,2,0,Croatia,Peru,Croatia
Poland,0,1,Nigeria,Nigeria,Poland
Portugal,2,1,Egypt,Portugal,Egypt
Russia,0,3,Brazil,Brazil,Russia
Scotland,0,1,CostaRica,CostaRica,Scotland
Senegal,1,1,Uzbekistan,TIESenegalUzbekistan,TIESenegalUzbekistan
Serbia,1,2,Morocco,Morocco,Serbia
Singapore,3,2,Maldives,Singapore,Maldives
Tunisia,1,0,Iran,Tunisia,Iran
Turkey,1,0,Ireland,Turkey,Ireland
Ukraine,1,1,SaudiArabia,TIEUkraineSaudiArabia,TIEUkraineSaudiArabia
Uruguay,2,0,CzechRepublic,Uruguay,CzechRepublic
Angola,2,2,Zimbabwe,TIEAngolaZimbabwe,TIEAngolaZimbabwe
Armenia,0,0,Estonia,TIEArmeniaEstonia,TIEArmeniaEstonia
Botswana,1,0,Lesotho,Botswana,Lesotho
Canada,1,0,NewZealand,Canada,NewZealand
Comoros,2,2,Kenya,TIEComorosKenya,TIEComorosKenya
Georgia,4,0,Lithuania,Georgia,Lithuania
Israel,1,2,Romania,Romania,Israel
IvoryCoast,2,2,Togo,TIEIvoryCoastTogo,TIEIvoryCoastTogo
Kosovo,1,0,Madagascar,Kosovo,Madagascar
Mauritania,2,0,Guinea,Mauritania,Guinea
NorthernIreland,2,1,SouthKorea,NorthernIreland,SouthKorea
Qatar,2,2,Syria,TIEQatarSyria,TIEQatarSyria
Sweden,1,2,Chile,Chile,Sweden
Tahiti,4,3,NewCaledonia,Tahiti,NewCaledonia
Uganda,3,1,Saeo,Uganda,Saeo
Zambia,0,2,SouthAfrica,SouthAfrica,Zambia
Barbados,0,0,Bermuda,TIEBarbadosBermuda,TIEBarbadosBermuda
DominicanRepublic,2,1,StKittsandNevis,DominicanRepublic,StKittsandNevis
FaroeIslands,3,0,Liechtenstein,FaroeIslands,Liechtenstein
Gibraltar,1,0,Latvia,Gibraltar,Latvia
Jamaica,1,1,AntiguaandBarbuda,TIEJamaicaAntiguaandBarbuda,TIEJamaicaAntiguaandBarbuda
Kuwait,1,3,Cameroon,Cameroon,Kuwait
Martinique,0,0,TrinidadandTobago,TIEMartiniqueTrinidadandTobago,TIEMartiniqueTrinidadandTobago
Nicaragua,3,3,Cuba,TIENicaraguaCuba,TIENicaraguaCuba
Thailand,2,3,Slovakia,Slovakia,Thailand
Albania,0,1,Norway,Norway,Albania
Bulgaria,2,1,Kazakhstan,Bulgaria,Kazakhstan
China,1,4,CzechRepublic,CzechRepublic,China
Curasao,1,0,Bolivia,Curasao,Bolivia
Finland,5,0,Malta,Finland,Malta
Portugal,0,3,Netherlands,Netherlands,Portugal
Wales,0,1,Uruguay,Uruguay,Wales
Afghanistan,2,1,Cambodia,Afghanistan,Cambodia
Algeria,1,2,Iran,Iran,Algeria
Armenia,0,1,Lithuania,Lithuania,Armenia
Australia,0,0,Colombia,TIEAustraliaColombia,TIEAustraliaColombia
